id,title,department,location,close_date,scrape_date
25638,Nurse Practitioner,"Health & Social Services - Community Nursing, Carmacks Health Centre","Carmacks, YT, CA Y0B 1C0 (Primary)Teslin, YT, CA Y0A 1B0",2021-03-02,NA
25646,Litigation Lawyer,Justice - Litigation Group,"Whitehorse, YT, CA Y1A 2C6",2020-12-17,NA
25648,Payroll / Finance Officer,Public Service Commission - HR Service Centre-Payroll,"Whitehorse, YT, CA Y1A 2C6",2020-12-17,NA
25653,Physiotherapist,"Health & Social Services - Intermediate and Community Care, Therapies - Home Care","Whitehorse, YT, CA Y1A 2C6",2020-12-17,NA
25531,Security Officer,"Health & Social Services - Extended/Complex Care CRP, Facility Services","Whitehorse, YT, CA Y1A 2C6",2020-12-17,NA
25469,RN Supervisor,Health & Social Services - Continuing Care,"Whitehorse, YT, CA Y1A 2C6",2020-12-18,NA
25719,"Social Worker, WES",Health & Social Services - Housing and Community Outreach Services,"Whitehorse, YT, CA Y1A 2C6",2020-12-31,NA
25697,Head of Major Mines,"Energy, Mines & Resources - CMI Program Standards, Planning and Monitoring","Whitehorse, YT, CA Y1A 2C6",2020-12-31,NA
25698,Head of Operational Standards and Training,"Energy, Mines & Resources - CMI Program Standards, Planning and Monitoring","Whitehorse, YT, CA Y1A 2C6",2020-12-31,NA
25684,Occupational Therapist,Education - Student Support Services,"Whitehorse, YT, CA Y1A 2C6",2020-12-31,NA
25716,"Outreach Support Worker, WES",Health & Social Services - Housing and Community Outreach Services,"Whitehorse, YT, CA Y1A 2C6",2020-12-31,NA
25707,Supervisor - Recreation and Psycho-Social Services ( Long Term Care Homes ),"Health & Social Services - Extended/Complex Care CRP, Therapies","Whitehorse, YT, CA Y1A 2C6",2020-12-23,NA
25732,Heavy Equipment Mechanic,Highways & Public Works - TM - Garage Operations Trade,"Whitehorse, YT, CA Y1A 2C6",2020-12-23,NA
25758,Community Housing Manager - Territorial Representative,Yukon Housing Corporation - Housing Operations,"Teslin, YT, CA Y0A 1B0",2020-12-24,NA
25769,Communications Analyst,Justice - Policy,"Whitehorse, YT, CA Y1A 2C6",2020-12-29,NA
25823,Regional Biologist,Environment - Regional Operations Liard,"Dawson City, YT, CA Y0B 1G0Watson Lake, YT, CA Y0A 1C0 (Primary)",2021-01-15,NA
25653,Physiotherapist,"Health & Social Services - Intermediate and Community Care, Therapies - Home Care","Whitehorse, YT, CA Y1A 2C6",2021-01-08,NA
25791,Environmental Education Specialist,Environment - Habitat & Planning,"Whitehorse, YT, CA Y1A 2C6",2021-01-11,NA
25771,Territorial Epidemiologist,"Health & Social Services - Community Health, Activity Management","Whitehorse, YT, CA Y1A 2C6",2021-01-11,NA
25849,Supervisor - Family Services,"Health & Social Services - Family and Child Services, Child Protection","Whitehorse, YT, CA Y1A 2C6",2021-01-13,NA
25870,Heavy Equipment Mechanic,Highways & Public Works - TM - Garage Operations Trade,"Dawson City, YT, CA Y0B 1G0",2021-03-19,NA
25719,"Social Worker, WES",Health & Social Services - Housing and Community Outreach Services,"Whitehorse, YT, CA Y1A 2C6",2021-01-08,NA
25407,Project Manager,Highways & Public Works - Capital Development Overhead,"Whitehorse, YT, CA Y1A 2C6",2020-12-18,NA
25883,First Nations Liaison Worker,"Health & Social Services - Continuing Care, Thomson Centre - Therapies","Whitehorse, YT, CA Y1A 2C6",2021-01-08,NA
25707,Supervisor - Recreation and Psycho-Social Services ( Long Term Care Homes ),"Health & Social Services - Extended/Complex Care CRP, Therapies","Whitehorse, YT, CA Y1A 2C6",2020-12-31,NA
25469,RN Supervisor,Health & Social Services - Continuing Care,"Whitehorse, YT, CA Y1A 2C6",2021-01-08,NA
25914,Manager - Resident Care,"Health & Social Services - Extended/Complex Care Copper Ridge Place, EC Seniors, EC Adult, Special Care","Whitehorse, YT, CA Y1A 2C6",2021-01-15,NA
25871,Director - Care & Community,"Health & Social Services - Intermediate and Community Care, Admin - Home Care","Whitehorse, YT, CA Y1A 2C6",2021-01-07,NA
25920,Superintendent,Justice - Whitehorse Corrections Centre,"Whitehorse, YT, CA Y1A 2C6",2021-01-08,NA
25919,Lands Officer,"Energy, Mines & Resources - Lands Client Services","Whitehorse, YT, CA Y1A 2C6",2021-01-11,NA
25732,Heavy Equipment Mechanic,Highways & Public Works - TM - Garage Operations Trade,"Whitehorse, YT, CA Y1A 2C6",2021-01-08,NA
25936,Development Forester,"Energy, Mines & Resources - Forest Management Planning & Development","Whitehorse, YT, CA Y1A 2C6",2021-01-25,NA
25955,Occupational Therapist,"Health & Social Services - Intermediate and Community Care, Therapies - Home Care","Whitehorse, YT, CA Y1A 2C6",2021-03-26,NA
25988,Support Worker,Health & Social Services - Housing and Community Outreach Services,"Whitehorse, YT, CA Y1A 2C6",2021-01-11,NA
26002,Legal Administrative Assistant,Justice - Court Services Administration,"Whitehorse, YT, CA Y1A 2C6",2021-01-13,NA
26010,Clinical Coordinator,"Health & Social Services - Community Health, Activity Management","Whitehorse, YT, CA Y1A 2C6",2021-01-18,NA
24645,Community Health Nurse,"Health & Social Services - Community Nursing, Dawson City Health Centre","Dawson City, YT, CA Y0B 1G0",2020-12-29,NA
26019,Corrections Officer I - Trainee,Justice - Whitehorse Correctional Centre,"Whitehorse, YT, CA Y1A 2C6",2021-01-14,2020-12-31
26021,Child and Youth Support Worker,"Health & Social Services - F&CS Early Childhood Development, Family Supports","Whitehorse, YT, CA Y1A 2C6",2021-01-14,2020-12-31
26023,Registered Nurse,Health & Social Services - Continuing Care,"Whitehorse, YT, CA Y1A 2C6",2021-01-29,2020-12-31
26024,Nursing Home Attendant,Health & Social Services - Continuing Care,"Whitehorse, YT, CA Y1A 2C6",2021-01-29,2020-12-31
26017,Youth Engagement Worker,"Health & Social Services - F&CS Residential Services, Residential Youth Treatment","Whitehorse, YT, CA Y1A 2C6",2021-03-30,2020-12-31
26039,Recreation Therapy Assistant,"Health & Social Services - Continuing Care, Whistle Bend Care Facility, Therapies","Whitehorse, YT, CA Y1A 2C6",2021-03-31,2021-01-01
26033,Conflict Management Practitioner,Public Service Commission - Respectful Workplace Office,"Whitehorse, YT, CA Y1A 2C6",2021-01-15,2021-01-01
26034,Domestic Aide,"Health & Social Services - Continuing Care, Thomson Centre - Facility Services","Whitehorse, YT, CA Y1A 2C6",2021-01-15,2021-01-01
